query,portfolio_mode,index,scalar_name,scalar_family,graph_mode,elapsed_s,heap_pops,expanded_nodes,edge_scans,route_found,L,H,avg_pop,avg_width,road_changes,elementary,repeated_vertex_count,feasible,normalized_violation_score
paris_bures,fixed,2,pop_width_reference,hinge,certified,0.08723800000007031,15657,14749,30373,True,30157.0,358.9000013694167,212.90343867095532,14.247106807706336,87,True,0,False,0.41099998630583284
paris_bures,fixed,3,hinge_width_strong,hinge,certified,0.08529779999662424,14936,14001,28858,True,30818.0,356.0000019222498,188.82662729573624,13.282010513336362,91,True,0,False,0.4399999807775021
paris_bures,fixed,4,hinge_width_very_strong,hinge,certified,0.07918960000097286,14243,13331,27473,True,31301.0,366.8000017479062,188.12280757803265,13.339509919810869,89,True,0,False,0.33199998252093793
paris_bures,fixed,5,hinge_pop_strong,hinge,certified,0.08717250000336207,15702,14736,30348,True,30031.0,348.70000068843365,215.1658286437348,14.397622456794645,84,True,0,False,0.5129999931156636
paris_bures,fixed,6,hinge_pop_very_strong,hinge,certified,0.08823420000408078,15927,14962,30794,True,30372.0,350.50000062584877,218.338864743843,14.835703937837481,88,True,0,False,0.4949999937415123
paris_bures,fixed,7,hinge_balanced_strong,hinge,certified,0.08132879999902798,14777,13803,28434,True,30106.0,351.50000078231096,214.53275094665514,14.358101375141167,83,True,0,False,0.4849999921768904
paris_bures,fixed,8,hinge_low_length_pressure,hinge,certified,0.08088419999694452,14591,13614,28072,True,30180.0,355.7000011280179,213.67309476474486,14.279489728296886,86,True,0,False,0.442999988719821
paris_bures,fixed,9,hinge_medium_length_pressure,hinge,certified,0.08806290000211447,15692,14732,30335,True,30031.0,348.70000068843365,215.1658286437348,14.397622456794645,84,True,0,False,0.5129999931156636
paris_bures,fixed,10,hinge_high_length_pressure,hinge,certified,0.08752110000204993,15703,14793,30440,True,26030.0,318.70000087469816,207.47353054168266,15.70553207837111,73,True,0,False,0.8129999912530184
paris_bures,fixed,11,width_linear_mild,width_linear,certified,0.09796700000151759,15621,14769,30356,True,25513.0,336.3000006452203,178.33430016070238,14.277623172500293,85,True,0,False,0.8974
paris_bures,fixed,12,width_linear_strong,width_linear,certified,0.09689629999775207,15574,14663,30189,True,26755.0,340.9000019878149,187.679835544758,13.620818538590918,91,True,0,False,0.649
paris_bures,fixed,13,pop_complement_mild,pop_complement,certified,0.07301390000066021,16002,15120,31091,True,25130.0,346.0000010430813,218.87369677676085,17.974930362116993,63,True,0,False,0.974
paris_bures,fixed,14,pop_complement_strong,pop_complement,certified,0.07222909999836702,15798,14890,30679,True,25681.0,318.60000072419643,216.5632179432265,15.708889840738289,79,True,0,False,0.8638
paris_bures,fixed,15,low_elevation_mild,low_elevation,certified,0.09155319999990752,15971,15105,31051,True,24980.0,329.0000005811453,205.330904723779,17.068454763811047,64,True,0,False,1.004
paris_bures,fixed,16,low_elevation_strong,low_elevation,certified,0.09323510000103852,16060,15193,31231,True,24980.0,329.0000005811453,205.330904723779,17.068454763811047,64,True,0,False,1.004
paris_bures,fixed,17,low_elevation_with_width_pop,low_elevation,certified,0.09022749999712687,15686,14767,30412,True,30103.0,356.4000009819865,213.89884729096767,14.30721190579012,84,True,0,False,0.4359999901801348
paris_bures,fixed,18,high_elevation_weak_length,high_elevation,certified,0.09330430000409251,15837,14990,30789,True,24973.0,337.70000053942204,200.7284267008369,16.52785007808433,66,True,0,False,1.0054
paris_bures,fixed,19,high_elevation_medium_length,high_elevation,certified,0.09296890000405256,15843,15000,30811,True,24973.0,337.70000053942204,200.7284267008369,16.52785007808433,66,True,0,False,1.0054
paris_bures,fixed,20,high_elevation_strong_length,high_elevation,certified,0.0943842000051518,15876,15027,30873,True,24973.0,337.70000053942204,200.7284267008369,16.52785007808433,66,True,0,False,1.0054
paris_bures,fixed,21,high_elevation_width,high_elevation,certified,0.09017619999940507,15522,14597,30026,True,27777.0,358.4000024572015,153.54789934118156,13.777225762321345,87,True,0,False,0.4446
paris_bures,fixed,22,high_elevation_pop,high_elevation,certified,0.09487699999590404,16085,15200,31261,True,25130.0,346.0000010430813,218.87369677676085,17.974930362116993,63,True,0,False,0.974
paris_bures,fixed,23,high_elevation_width_pop,high_elevation,certified,0.09201440000470029,15724,14797,30447,True,26030.0,318.70000087469816,207.47353054168266,15.70553207837111,73,True,0,False,0.8129999912530184
paris_bures,fixed,24,slope_inverse_beta_5,nonlinear_high_elevation,certified,0.09385360000305809,15834,14979,30762,True,24973.0,337.70000053942204,200.7284267008369,16.52785007808433,66,True,0,False,1.0054
paris_bures,fixed,25,slope_inverse_beta_12_width_pop,nonlinear_high_elevation,certified,0.09193450000020675,15600,14666,30211,True,30177.0,360.60000132769346,213.04066010537827,14.228717234980284,87,True,0,False,0.39399998672306535
paris_bures,fixed,26,slope_exp_beta_150_width,nonlinear_high_elevation,certified,0.0925100000022212,15864,14655,30141,True,29768.0,483.3000026717782,142.94423542058587,13.447829884439667,125,True,0,False,0.047038430529427536
paris_bures,fixed,27,slope_exp_beta_250_width_pop_light,nonlinear_high_elevation,certified,0.09425300000293646,15838,14631,30105,True,30112.0,459.3000024482608,142.28905419766207,12.763516206163656,128,True,0,False,0.051406305348919545
paris_bures,fixed,28,slope_exp_beta_8,nonlinear_high_elevation,certified,0.09561089999624528,15797,14928,30646,True,25025.0,349.600000731647,203.88635364635365,16.691908091908093,65,True,0,False,0.995
paris_bures,fixed,29,slope_exp_beta_400_width_light,nonlinear_high_elevation,certified,0.09382979999645613,16020,14688,30187,True,28857.0,411.20000317692757,158.1631493225214,14.747028450635895,97,True,0,False,0.2286
paris_bures,fixed,30,slope_exp_beta_16_width_pop,nonlinear_high_elevation,certified,0.09191190000274219,15392,14442,29744,True,30103.0,356.4000009819865,213.89884729096767,14.30721190579012,84,True,0,False,0.4359999901801348
paris_bures,fixed,1,shortest_length,physical_length,geometric,0.026942700002109632,8988,8525,17355,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,2,pop_width_reference,hinge,geometric,0.049085400001786184,8872,8380,17102,True,31818.0,405.4000004827976,199.87063926079577,14.164938085360488,105,True,0,True,0.0
paris_bures,fixed,3,hinge_width_strong,hinge,geometric,0.048291899998730514,8808,8277,16904,True,33104.0,411.3000008687377,178.94003745770902,13.214566215563075,110,True,0,True,0.0
paris_bures,fixed,4,hinge_width_very_strong,hinge,geometric,0.047592299997631926,8686,8154,16677,True,33587.0,422.1000006943941,178.4262958882901,13.269121981719117,108,True,0,True,0.0
paris_bures,fixed,5,hinge_pop_strong,hinge,geometric,0.050834599998779595,9154,8584,17517,True,31162.0,392.19999942183495,215.92616006674797,16.565528528335793,89,True,0,False,0.10436856855571956
paris_bures,fixed,6,hinge_pop_very_strong,hinge,geometric,0.05205539999587927,9345,8775,17921,True,31503.0,393.99999935925007,218.9770498047805,16.96441608735676,93,True,0,False,0.13096107249045066
paris_bures,fixed,7,hinge_balanced_strong,hinge,geometric,0.049634299997705966,9060,8480,17297,True,31767.0,397.9999998956919,201.3938363710769,14.269997166871281,101,True,0,False,0.020000001043081285
paris_bures,fixed,8,hinge_low_length_pressure,hinge,geometric,0.04988170000433456,9093,8496,17339,True,32466.0,411.0000000745058,201.84272777675108,14.140485430912339,105,True,0,True,0.0
paris_bures,fixed,9,hinge_medium_length_pressure,hinge,geometric,0.049421299998357426,8955,8429,17203,True,31268.0,382.4000005200505,206.48052321862608,14.625815530254574,97,True,0,False,0.17599999479949474
paris_bures,fixed,10,hinge_high_length_pressure,hinge,geometric,0.04943679999996675,8985,8483,17312,True,31126.0,382.00000051409006,206.72579194242755,14.69366446057958,94,True,0,False,0.1799999948590994
paris_bures,fixed,11,width_linear_mild,width_linear,geometric,0.05505239999911282,8953,8476,17247,True,28610.0,381.8999987691641,179.98794127927297,14.679482698357218,106,True,0,False,0.278
paris_bures,fixed,12,width_linear_strong,width_linear,geometric,0.05452059999515768,8968,8439,17204,True,30922.0,388.4000010713935,191.42377595239634,13.463715154259104,107,True,0,False,0.1159999892860651
paris_bures,fixed,13,pop_complement_mild,pop_complement,geometric,0.04145299999800045,9247,8747,17832,True,25798.0,330.90000012516975,179.1876114427475,21.414256919141017,43,True,0,False,0.8404
paris_bures,fixed,14,pop_complement_strong,pop_complement,geometric,0.041018099997018,9014,8500,17344,True,30373.0,384.50000024586916,213.16303954169823,15.11605702433082,96,True,0,False,0.15499999754130842
paris_bures,fixed,15,low_elevation_mild,low_elevation,geometric,0.051151499996194616,9013,8542,17397,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,16,low_elevation_strong,low_elevation,geometric,0.05207749999681255,9071,8605,17546,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,17,low_elevation_with_width_pop,low_elevation,geometric,0.050935999999637716,8907,8404,17150,True,31764.0,402.90000009536743,200.79183981866262,14.221760483566301,102,True,0,True,0.0
paris_bures,fixed,18,high_elevation_weak_length,high_elevation,geometric,0.052298100003099535,8952,8486,17264,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,19,high_elevation_medium_length,high_elevation,geometric,0.051499599998351187,8949,8493,17278,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,20,high_elevation_strong_length,high_elevation,geometric,0.05417529999976978,8959,8500,17294,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,21,high_elevation_width,high_elevation,geometric,0.051308800000697374,8861,8366,17021,True,32210.0,401.6000008508563,173.43675877056813,13.289195901893821,110,True,0,True,0.0
paris_bures,fixed,22,high_elevation_pop,high_elevation,geometric,0.0601948999974411,9291,8783,17919,True,29333.0,341.1999989077449,230.24000272730373,20.946544847100537,46,True,0,False,0.5880000109225512
paris_bures,fixed,23,high_elevation_width_pop,high_elevation,geometric,0.056469000002834946,8933,8413,17166,True,31126.0,382.00000051409006,206.72579194242755,14.69366446057958,94,True,0,False,0.1799999948590994
paris_bures,fixed,24,slope_inverse_beta_5,nonlinear_high_elevation,geometric,0.053725600002508145,8952,8486,17265,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,25,slope_inverse_beta_12_width_pop,nonlinear_high_elevation,geometric,0.051635899995744694,8815,8303,16954,True,31838.0,407.10000044107437,200.0088887492933,14.147559520070356,105,True,0,True,0.0
paris_bures,fixed,26,slope_exp_beta_150_width,nonlinear_high_elevation,geometric,0.05244350000430131,9004,8328,16954,True,32020.0,472.29999965429306,146.2937539038101,13.7158026233604,137,True,0,False,0.024708307307932578
paris_bures,fixed,27,slope_exp_beta_250_width_pop_light,nonlinear_high_elevation,geometric,0.052516399999149144,8958,8291,16876,True,31077.0,431.2999996840954,152.39894455706792,13.491488882453261,127,True,0,True,0.0
paris_bures,fixed,28,slope_exp_beta_8,nonlinear_high_elevation,geometric,0.05264790000364883,8949,8473,17243,True,25592.0,327.20000004023314,172.451430134417,20.966903719912473,46,True,0,False,0.8816
paris_bures,fixed,29,slope_exp_beta_400_width_light,nonlinear_high_elevation,geometric,0.054301300006045494,9161,8411,17135,True,30791.0,402.4000006765127,161.72427007891918,15.457601247117664,111,True,0,False,0.03050674980784424
paris_bures,fixed,30,slope_exp_beta_16_width_pop,nonlinear_high_elevation,geometric,0.05496739999944111,8893,8355,17057,True,31764.0,402.90000009536743,200.79183981866262,14.221760483566301,102,True,0,True,0.0
