# u_old  v_old  key  u_xy  v_xy
288842805 288842799 0 8107 8106
288842824 139182689 0 8108 1737
288842824 139185773 0 8108 1747
288931969 302059053 0 8113 8662
288941850 315355179 0 8117 9330
288941853 315357604 0 8118 9338
289687597 392613403 0 8121 10433
289715553 436562834 0 8124 10691
289715576 4095923038 0 8127 19498
290035390 2240230196 0 8131 17429
290039563 1679038424 0 8172 15483
290039630 569974548 0 8173 11816
290040870 1829068584 0 8193 15948
290041074 290040877 0 8198 8194
290043339 313678719 0 8211 9247
290043409 587634186 0 8214 11932
290043461 290043651 0 8221 8229
290043651 290043461 0 8229 8221
290259466 392613403 0 8247 10433
290433556 290433557 0 8264 8265
290433557 290433556 0 8265 8264
291747435 1377830946 0 8317 14479
291748429 291748533 0 8321 8322
291921353 291921366 0 8324 8326
296234989 296234991 0 8406 8407
296628136 296628199 0 8417 8425
296628209 296628558 0 8426 8439
296628209 296628522 0 8426 8436
296628407 296628411 0 8430 8431
296628411 296628407 0 8431 8430
296628522 296628209 0 8436 8426
296936335 2633470466 0 8441 18314
296936346 296936348 0 8444 8445
297324555 297324556 0 8455 8456
297324555 569943487 0 8455 11806
297324556 569932533 0 8456 11783
297324568 298251119 0 8457 8525
297758735 302058308 0 8486 8642
297758741 6379962171 0 8487 20574
297970487 298740661 0 8492 8563
298182195 6395636565 0 8509 20579
298251077 298251107 0 8522 8523
298251107 298251077 0 8523 8522
298251119 2199915482 0 8525 17347
298251119 297324568 0 8525 8457
298740661 297970487 0 8563 8492
298862032 298862040 0 8571 8572
298862040 298862032 0 8572 8571
298869163 2477870674 0 8580 18021
299458106 299458111 0 8591 8593
299458111 299458106 0 8593 8591
299458111 299458116 0 8593 8594
299458116 299458111 0 8594 8593
301439057 298869163 0 8607 8580
301589510 1849546577 0 8619 16665
301589510 789827650 0 8619 12854
301798990 606960894 0 8628 12089
301798990 30763100 0 8628 344
301841810 3047086288 0 8631 18671
302058308 310285394 0 8642 9105
302058834 302058966 0 8653 8659
302058966 6379962157 0 8659 20571
302058966 302058834 0 8659 8653
302059053 288931969 0 8662 8113
302059608 226266865 0 8678 4670
302059750 302059751 0 8680 8681
303704728 598896343 0 8864 11992
303851498 1587585770 0 8872 15157
303851541 303851514 0 8875 8873
303861632 575774680 0 8901 11866
303980222 303981267 0 8913 8920
303980374 303981263 0 8915 8919
303981263 303980374 0 8919 8915
303981263 303981267 0 8919 8920
303981267 303981263 0 8920 8919
303981267 303980222 0 8920 8913
303981569 269306714 0 8921 7727
303984180 3048541959 0 8923 18674
307877533 267204030 0 9021 7507
310436892 35493267 0 9125 509
310843750 313945409 0 9158 9253
310846929 257803342 0 9163 6993
310988756 1864159517 0 9172 16763
311097281 1672433529 0 9190 15463
312976002 208320017 0 9209 4188
313675779 313675942 0 9234 9235
313678715 297750728 0 9246 8473
313678719 290043339 0 9247 8211
313945409 310843750 0 9253 9158
313955869 317782171 0 9271 9507
313957121 313957097 0 9275 9274
314077084 314077085 0 9282 9283
315355179 288941850 0 9330 8117
315355179 315355241 0 9330 9331
315357604 288941853 0 9338 8118
315357604 315479451 0 9338 9339
315479451 315357604 0 9339 9338
315480399 315480411 0 9348 9349
315480399 315480329 0 9348 9347
315480411 315480399 0 9349 9348
315986516 1856342477 0 9393 16698
317782194 826674978 0 9508 13001
318176868 243680976 0 9512 5625
318176868 207449920 0 9512 4137
326183374 242543191 0 9615 5292
326183374 242548319 0 9615 5299
330255588 268399405 0 9635 7585
330255588 89163097 0 9635 982
331093993 331095292 0 9663 9668
331094370 1942778576 0 9666 16962
331095292 331093993 0 9668 9663
331879377 255425812 0 9686 6897
334116488 11334661741 0 9694 21998
334660664 139213400 0 9698 1784
336783880 28869547 0 9714 198
338815283 1833247074 0 9731 16116
338815283 338815285 0 9731 9732
338918068 338965536 0 9737 9741
339398478 21378244 0 9756 47
342964676 709083266 0 9765 12695
343722955 499149518 0 9797 11483
343722955 344638186 0 9797 9799
344638186 291312983 0 9799 8303
344786787 694169237 0 9805 12638
344786787 1089213367 0 9805 13764
349228332 349228348 0 9932 9934
349228348 349228337 0 9934 9933
353694959 1039345029 0 9964 13693
353871025 243346407 0 9973 5545
353871042 353871044 0 9974 9975
353871044 243346148 0 9975 5543
353871044 353871042 0 9975 9974
355602426 250346766 0 9987 6320
360348083 360348088 0 10022 10023
360348088 360348083 0 10023 10022
360818303 2331840440 0 10050 17708
360825996 856671464 0 10058 13085
364921411 21389560 0 10109 49
364922605 281675747 0 10110 7933
366072496 876025610 0 10122 13162
366094741 112420300 0 10126 1274
366103120 268398940 0 10134 7574
366103120 268398948 0 10134 7579
366103208 279265154 0 10135 7872
366103208 366096868 0 10135 10131
366106551 366106552 0 10140 10141
366106551 7187431011 0 10140 20935
366155051 366155094 0 10151 10152
366155051 108303842 0 10151 1194
366216344 366218132 0 10169 10175
366216344 5422134977 0 10169 20165
366217348 108368123 0 10172 1196
366217624 366218297 0 10174 10176
366218297 366216344 0 10176 10169
366221876 185727672 0 10183 2816
367393914 4348836979 0 10192 19658
371305285 7520654946 0 10285 21009
371305285 168745845 0 10285 2387
385417260 385765837 0 10355 10366
385765837 385417260 0 10366 10355
385765849 385765852 0 10371 10372
385765852 224294973 0 10372 4662
386581826 502837106 0 10376 11529
387675639 2170943935 0 10390 17276
387686326 3571864464 0 10398 19117
387690600 1836180393 0 10400 16438
388505767 470333837 0 10409 11222
388505767 1641216090 0 10409 15383
392613400 7003269068 0 10432 20856
392613403 289687597 0 10433 8121
392613403 290259466 0 10433 8247
409484238 10381651 0 10475 38
409776494 3126257798 0 10483 18719
410568092 410568097 0 10493 10494
410568092 410568097 1 10493 10494
410568097 410568092 0 10494 10493
412430610 412430815 0 10516 10523
415259263 253360145 0 10540 6744
415463483 207422135 0 10546 4099
418148615 1946013866 0 10597 16971
418148619 3813597177 0 10598 19361
418155013 1506235009 0 10599 14883
419786696 249744390 0 10604 6314
419786696 10198644414 0 10604 21748
421985310 1690571118 0 10615 15568
422017709 209163528 0 10618 4370
432031842 587393143 0 10677 11923
436562834 289715553 0 10691 8124
439216182 141944621 0 10711 2023
441386386 229193616 0 10730 4700
443151048 492256426 0 10746 11331
443151050 492256054 0 10748 11320
445726257 205436210 0 10796 3578
446017232 8743588229 0 10804 21377
446041211 286141915 0 10812 8036
446080856 251137349 0 10820 6435
446080886 446080889 0 10823 10824
446080889 446080886 0 10824 10823
446136170 207422128 0 10843 4097
446152464 1619531304 0 10854 15323
446152533 446161835 0 10858 10863
446152582 446152528 0 10860 10857
446161835 446152533 0 10863 10858
446191323 446191324 0 10882 10883
446191324 446191323 0 10883 10882
446936330 205497714 0 10903 3647
446944848 3200702992 0 10907 18796
447822593 1611043987 0 10939 15267
451732758 915947143 0 11078 13331
451732762 915947143 0 11079 13331
452512990 452512991 0 11108 11109
452512991 452512990 0 11109 11108
452513123 452513125 0 11120 11121
452536100 452536116 0 11126 11133
452536100 452536101 0 11126 11127
452536116 452536100 0 11133 11126
452536116 452536117 0 11133 11134
459392018 243192294 0 11159 5436
470340910 789827642 0 11229 12849
470341361 470341509 0 11231 11233
470341509 470341361 0 11233 11231
471166521 141944042 0 11272 2021
471845470 253357342 0 11281 6734
475021305 243204391 0 11291 5460
475056937 940349223 0 11294 13416
492256054 443151050 0 11320 10748
492256054 492256520 0 11320 11334
492256100 492256520 0 11322 11334
492256426 443151048 0 11331 10746
492256426 492256163 0 11331 11325
492256426 492256520 0 11331 11334
492256491 207430918 0 11333 4103
492256520 492256100 0 11334 11322
492256520 492256426 0 11334 11331
492256520 492256054 0 11334 11320
493302066 493302270 0 11359 11364
493302124 1834331362 0 11363 16177
493302270 493302066 0 11364 11359
496108528 7261940093 0 11456 20951
497131062 7187431011 0 11468 20935
499148352 401909526 0 11481 10450
499149118 940349216 0 11482 13415
501556367 110548699 0 11518 1203
501558059 111674478 0 11525 1219
502836297 1276049115 0 11527 14001
512492335 512492369 0 11602 11603
512492335 421982822 0 11602 10613
523812001 722917907 0 11624 12712
526296933 152530915 0 11626 2169
537631789 1836529341 0 11675 16441
565445619 30763491 0 11735 359
565492109 565492110 0 11737 11738
565492188 565492189 0 11740 11741
567962193 218202920 0 11765 4597
568456757 7280346478 0 11775 20958
569936875 961464426 0 11800 13445
569974548 290039630 0 11816 8173
571588517 83064888 0 11833 953
575774534 298862066 0 11865 8574
586713879 290043381 0 11899 8213
586891767 202379976 0 11910 3431
586891767 2357213486 0 11910 17789
586894768 586897628 0 11912 11916
586897628 586894768 0 11916 11912
587393143 432031842 0 11923 10677
587634186 290043409 0 11932 8214
587639679 192803783 0 11936 2877
587663723 244603754 0 11946 5910
593278237 76461939 0 11955 915
593278237 2563037923 0 11955 18196
597665994 3212283409 0 11968 18801
597719321 7140210040 0 11974 20904
598896343 303704728 0 11992 8864
600197356 600197284 0 12003 12002
600197356 28868768 0 12003 164
600289725 3452612301 0 12005 18997
602643783 76461939 0 12042 915
604013966 141944621 0 12062 2023
604013966 150744989 0 12062 2155
606957812 606957485 0 12088 12087
606957812 30693100 0 12088 295
616203669 371251952 0 12103 10281
616203669 616203670 0 12103 12104
616203676 616203678 0 12107 12109
616203676 616203677 0 12107 12108
626873174 1836967767 0 12165 16468
631976129 775953245 0 12185 12840
633622892 772992407 0 12207 12829
635142423 635142425 0 12213 12214
635142425 635142423 0 12214 12213
656223375 1490337085 0 12301 14769
658054601 1835020498 0 12315 16297
659424080 1796739232 0 12318 15801
659445255 659446448 0 12319 12321
659445618 231762348 0 12320 4787
659446448 659445255 0 12321 12319
659726000 659727493 0 12330 12333
659727493 659726000 0 12333 12330
659727518 659727528 0 12334 12335
664808727 243347169 0 12372 5554
664808727 664808728 0 12372 12373
665359190 665359192 0 12385 12386
665359190 665359207 0 12385 12388
665359192 665359190 0 12386 12385
665359192 9162839217 0 12386 21441
665423051 665428093 0 12391 12393
665428093 665423051 0 12393 12391
667280324 701611037 0 12410 12655
668591032 668591031 0 12413 12412
669086491 30624733 0 12421 262
673770423 30624762 0 12452 265
673770423 2303848345 0 12452 17619
673770429 34909766 0 12453 410
673971955 1235261766 0 12458 13940
678448196 2171022421 0 12482 17279
678448196 247567137 0 12482 6176
692825452 1828816125 0 12613 15941
694103910 1398652769 0 12632 14508
694169149 694169167 0 12636 12637
701611037 667280324 0 12655 12410
703049007 150744688 0 12661 2147
709083324 2392833505 0 12696 17859
722655694 722655645 0 12706 12702
722655694 331572297 0 12706 9684
722663087 259436185 0 12709 7236
722917907 8661790098 0 12712 21348
722917907 523812001 0 12712 11624
730033583 180232904 0 12742 2754
746754572 231762248 0 12753 4786
746777245 1495291449 0 12754 14797
767062556 2849874045 0 12803 18537
771229905 141443846 0 12820 1915
772992407 633622892 0 12829 12207
789827642 470340910 0 12849 11229
789827650 301589510 0 12854 8619
793643225 5405652584 0 12875 20152
793652412 215108886 0 12882 4468
801179467 801179381 0 12926 12921
801179479 801179432 0 12927 12925
808862001 808855703 0 12936 12935
812000570 1831151707 0 12952 16046
817902509 10244199666 0 12973 21764
826674978 317782194 0 13001 9508
829633411 100302802 0 13005 1098
833524368 145910318 0 13017 2054
844093634 1505167509 0 13063 14849
844093652 5262639727 0 13066 20025
844093692 229902749 0 13068 4749
844093726 1495289524 0 13070 14789
856671464 360825996 0 13085 10058
874633335 874633353 0 13142 13144
874633353 874633335 0 13144 13142
874633375 10210726120 0 13147 21750
876025610 366072496 0 13162 10122
895739403 208679725 0 13214 4301
903193116 903193936 0 13242 13262
903193452 7141309723 0 13251 20905
903193936 903193116 0 13262 13242
907016569 907016400 0 13279 13278
907016569 96512099 0 13279 1013
913657572 658054601 0 13319 12315
915947143 451732758 0 13331 11078
915947143 451732762 0 13331 11079
923155202 923155210 0 13363 13364
940349216 499149118 0 13415 11482
940349223 475056937 0 13416 11294
945708539 945708541 0 13425 13426
945708541 945708539 0 13426 13425
945708551 241473532 0 13427 5035
955065294 1016172359 0 13433 13562
961464426 569936875 0 13445 11800
974136782 3184451216 0 13482 18757
975538792 178724459 0 13496 2659
975538801 30730579 0 13497 322
975538932 280951075 0 13504 7925
975538996 277762528 0 13507 7855
992150664 3790547416 0 13528 19327
994448165 7661085079 0 13530 21072
1016172359 955065294 0 13562 13433
1019724658 1019724657 0 13602 13601
1019724677 1019724686 0 13607 13608
1019724677 282901446 0 13607 7982
1025402173 1025402153 0 13640 13638
1025402173 1025402171 0 13640 13639
1025402194 1837882450 0 13641 16497
1037154598 34909804 0 13676 415
1037363300 1037363266 0 13684 13683
1039345029 353694959 0 13693 9964
1044936346 2730989741 0 13701 18422
1045342332 244909996 0 13715 5920
1056237913 1370447479 0 13731 14415
1072393039 105356385 0 13746 1126
1072393148 156823790 0 13751 2230
1089213367 344786787 0 13764 9805
1089213367 1089213402 0 13764 13765
1089241551 2647746708 0 13773 18335
1106778985 227312858 0 13800 4672
1106779227 10142854164 0 13801 21726
1106779227 60011743 0 13801 836
1143417124 606957812 0 13834 12088
1183627003 34956128 0 13870 430
1204778263 1204778374 0 13906 13907
1204778263 1204778388 0 13906 13908
1218923950 205463715 0 13929 3603
1235261766 1630471939 0 13940 15337
1238508015 243209380 0 13950 5488
1275941205 244148167 0 13985 5797
1275941226 1275941210 0 13990 13986
1276078616 1276078619 0 14004 14005
1276078619 1276078616 0 14005 14004
1278630233 1278630883 0 14006 14007
1293307999 242927212 0 14014 5394
1298833122 250553489 0 14033 6362
1302831855 149038494 0 14044 2094
1312440200 1312440307 0 14061 14062
1312440307 1312440200 0 14062 14061
1314600228 302059776 0 14075 8686
1315531478 1918394723 0 14078 16928
1317069502 1317069547 0 14081 14083
1317075007 6462442454 0 14085 20638
1317075010 2484630420 0 14086 18050
1344734643 5077583590 0 14174 19941
1345325289 200808991 0 14182 3371
1354677041 8819034423 0 14280 21383
1354721823 1354721832 0 14284 14285
1354993462 10769255209 0 14297 21854
1354993470 874633375 0 14298 13147
1368372740 1368372739 0 14375 14374
1368372763 440346610 0 14377 10728
1368372763 1368372740 0 14377 14375
1369388480 1369388488 0 14382 14383
1369388549 1369388480 0 14385 14382
1370447060 2421328907 0 14396 17924
1370447060 1370447078 0 14396 14397
1370447379 119110881 0 14410 1435
1370447479 2721544822 0 14415 18416
1370447549 2927559688 0 14417 18625
1375576642 287019442 0 14423 8058
1375576653 1757187866 0 14425 15754
1375576695 6806447919 0 14431 20792
1376173594 34909811 0 14471 419
1377830946 291747435 0 14479 8317
1377830950 1377830930 0 14480 14477
1387812895 205495864 0 14502 3632
1398652769 694103910 0 14508 12632
1404776224 199121868 0 14520 3298
1415100211 5077711487 0 14544 19942
1415123818 213850880 0 14547 4448
1416613231 8553599610 0 14553 21326
1416623859 10316832150 0 14558 21801
1425506339 5405652598 0 14578 20153
1425506377 1425506394 0 14584 14585
1425506394 206156093 0 14585 3785
1425506394 1425506377 0 14585 14584
1426119164 74906073 0 14591 910
1428482032 145911498 0 14608 2055
1428482032 1428481965 0 14608 14607
1434490343 8300813089 0 14624 21265
1434490343 1434490475 0 14624 14628
1460128702 258529143 0 14663 7113
1460128702 1460128714 0 14663 14664
1460128770 258526583 0 14667 7103
1460128770 1460128722 0 14667 14665
1461078924 132766559 0 14676 1599
1461078924 125391183 0 14676 1468
1475080897 6154219211 0 14684 20455
1482218202 1845970502 0 14726 16600
1487254551 1487254552 0 14733 14734
1487254552 1487254551 0 14734 14733
1487254727 1487254744 0 14736 14737
1487254727 1487254749 0 14736 14739
1487254749 1487254727 0 14739 14736
1487293680 1487292430 0 14755 14751
1487293680 1487294385 0 14755 14756
1487294385 1487293680 0 14756 14755
1487295329 725575241 0 14758 12722
1492339896 3571864464 0 14773 19117
1505167509 4774574857 0 14849 19833
1505168202 844093726 0 14853 13070
1506234455 1506234458 0 14867 14869
1506234456 1515258858 0 14868 14928
1506234467 3185281166 0 14874 18761
1506234473 1515354531 0 14876 14932
1514150473 1514150475 0 14900 14901
1514150475 1514150473 0 14901 14900
1514151837 1514151750 0 14906 14904
1514151847 1514151926 0 14907 14909
1514151926 1514151921 0 14909 14908
1514153948 1514154338 0 14911 14913
1514154642 1514154946 0 14915 14917
1515257432 1515257757 0 14921 14923
1515257432 1514154666 0 14921 14916
1515257757 6180504431 0 14923 20467
1515257920 1515259127 0 14925 14930
1515259127 1515257920 0 14930 14925
1530142039 3684726803 0 14958 19212
1530142052 1530142039 0 14959 14958
1534238800 1534238813 0 14970 14972
1534238800 1534238812 0 14970 14971
1534238814 1503868956 0 14973 14825
1534238814 243046359 0 14973 5410
1544080689 1544080700 0 15017 15021
1544080695 251137384 0 15019 6441
1544080700 1544080689 0 15021 15017
1563578737 1863936322 0 15063 16754
1587585770 303851498 0 15157 8872
1590572757 206301466 0 15161 3958
1590572757 206316050 0 15161 3970
1591374647 207502162 0 15165 4166
1600314189 1826636018 0 15186 15886
1606145291 503468156 0 15235 11559
1609026401 3482617217 0 15263 19013
1611043987 447822593 0 15267 10939
1613684052 1238723832 0 15277 13951
1617058816 288031021 0 15300 8081
1619420662 1619420663 0 15314 15315
1619420663 1619420658 0 15315 15313
1619531304 446152464 0 15323 10854
1619540953 6401942432 0 15326 20585
1624587760 1836529341 0 15331 16441
1624587760 11915932908 0 15331 22202
1631875833 208840813 0 15348 4321
1631875862 1631875833 0 15349 15348
1634859365 11364033945 0 15360 22035
1635660745 205502989 0 15364 3699
1639979784 141943513 0 15378 2017
1641216090 388505767 0 15383 10409
1657564053 10180947178 0 15434 21743
1665717055 2295298133 0 15443 17585
1665717060 1665717062 0 15444 15445
1665717062 1665717060 0 15445 15444
1672433529 311097281 0 15463 9190
1679038424 290039563 0 15483 8172
1684698579 241485418 0 15533 5043
1687782997 213620652 0 15554 4437
1687782997 1827370434 0 15554 15921
1690598472 512499535 0 15571 11604
1707765160 197393372 0 15623 3070
1732789031 218318369 0 15683 4619
1796739232 659424080 0 15801 12318
1798138794 1676654494 0 15811 15474
1798138794 209136717 0 15811 4366
1806603967 1806603980 0 15843 15847
1806603980 1806603967 0 15847 15843
1808029376 1317069516 0 15861 14082
1826636018 1600314189 0 15886 15186
1827370433 202358589 0 15920 3428
1828816066 1828816086 0 15938 15939
1828816066 692825450 0 15938 12612
1829068590 11378545576 0 15950 22090
1829457404 3858462774 0 15956 19376
1830878601 206389765 0 15989 4080
1830878606 1830878601 0 15990 15989
1830878612 1830878609 0 15992 15991
1830878641 1830878654 0 15996 15997
1830878641 1831131643 0 15996 16017
1831131643 1830878641 0 16017 15996
1831131664 1494217669 0 16021 14788
1831131696 4451927458 0 16025 19731
1831131783 1831131758 0 16037 16031
1831131812 1834675587 0 16043 16277
1832250134 1832250121 0 16071 16070
1832557266 1832557271 0 16095 16097
1832557270 812000570 0 16096 12952
1832557271 1832557266 0 16097 16095
1833665921 1833665902 0 16139 16134
1833665921 1833665917 0 16139 16138
1833671361 1833671356 0 16142 16141
1833978788 7430316759 0 16154 20985
1834027594 659506611 0 16166 12327
1834331362 493302124 0 16177 11363
1834331423 1834331513 0 16183 16192
1834331425 1834331438 0 16184 16187
1834331438 1834331425 0 16187 16184
1834331513 1834331423 0 16192 16183
1834675587 1831131812 0 16277 16043
1834805068 1326668205 0 16288 14093
1834805068 307814576 0 16288 9009
1835020498 658054601 0 16297 12315
1835020505 290043819 0 16303 8234
1835020505 1835020500 0 16303 16299
1835505876 1835505856 0 16326 16325
1836073128 678448225 0 16404 12487
1836073128 1607003958 0 16404 15249
1836073164 2166202422 0 16406 17246
1836073202 251137275 0 16409 6427
1836073326 1998483318 0 16436 17024
1836180393 387690600 0 16438 10400
1836529341 537631789 0 16441 11675
1836529486 1836529515 0 16454 16455
1836529515 1836529486 0 16455 16454
1836967767 626873174 0 16468 12165
1836967767 242579473 0 16468 5350
1837326905 206286919 0 16471 3944
1837326942 197643335 0 16475 3104
1837326981 801179386 0 16478 12923
1837327047 1833671375 0 16479 16144
1837718933 1837718934 0 16484 16485
1838154306 1838154311 0 16507 16509
1838154311 1838154306 0 16509 16507
1841010583 1843322252 0 16545 16570
1843322184 8263967019 0 16567 21251
1843322252 1841010583 0 16570 16545
1843322340 243349444 0 16577 5569
1843322372 1843322384 0 16583 16585
1843322384 1843322372 0 16585 16583
1845970501 3523426412 0 16599 19073
1845970502 1482218202 0 16600 14726
1845970502 1845970515 0 16600 16605
1845970515 1845970502 0 16605 16600
1845970515 1845970520 0 16605 16607
1845970520 1845970515 0 16607 16605
1845970573 1845970585 0 16613 16619
1845970585 1845970573 0 16619 16613
1845970613 243215300 0 16622 5515
1846028623 1839185363 0 16641 16526
1846028623 1839185353 0 16641 16524
1848897394 206389358 0 16649 4058
1849046223 241929567 0 16660 5259
1849046225 242163690 0 16661 5266
1849595077 1849855846 0 16669 16676
1849853990 1849855846 0 16674 16676
1849855846 1849595077 0 16676 16669
1856342477 315986516 0 16698 9393
1863194061 586897619 0 16733 11914
1863936322 1563578737 0 16754 15063
1863936328 1863936322 0 16756 16754
1863936335 1918454141 0 16758 16932
1863960417 51208132 0 16761 754
1864159517 310988756 0 16763 9172
1864159520 1864159521 0 16765 16766
1864159520 1864159524 0 16765 16768
1864159521 5393381692 0 16766 20148
1864159521 1864159522 0 16766 16767
1868644403 1868644406 0 16819 16820
1868644406 1868644403 0 16820 16819
1868789499 181310538 0 16834 2784
1883112765 1883112764 0 16852 16851
1889957035 1889957036 0 16871 16872
1891430479 3770654020 0 16878 19307
1901808390 193727159 0 16894 2917
1918394723 1315531478 0 16928 14078
1925158092 244602646 0 16949 5905
1942778576 331094370 0 16962 9666
1946013880 330547031 0 16972 9639
1946013880 330547223 0 16972 9640
1954949272 276691535 0 16976 7822
1956468442 2005082684 0 16978 17025
1969233415 446080832 0 16992 10819
1969233415 1019724638 0 16992 13600
1982992326 59622950 0 17002 806
1998483318 280698687 0 17024 7890
1998483318 1836073326 0 17024 16436
2005082684 1956468442 0 17025 16978
2020502247 60579932 0 17034 862
2064677344 370793561 0 17059 10276
2064677344 2064677346 0 17059 17061
2064677345 2064677347 0 17060 17062
2064677348 419786696 0 17063 10604
2066694509 2066694540 0 17066 17068
2066694540 2054691924 0 17068 17055
2099082253 1836073236 0 17094 16416
2127834863 6617801918 0 17123 20702
2140174376 6875144152 0 17179 20831
2156611275 4189911261 0 17212 19537
2165196010 2627128644 0 17241 18305
2166202422 1836073164 0 17246 16406
2170943935 387675639 0 17276 10390
2171719637 2361426861 0 17280 17797
2172425831 190973768 0 17299 2834
2175148183 8828043301 0 17302 21388
2175148183 3645921532 0 17302 19151
2179117347 2179117355 0 17313 17314
2179117355 2179117347 0 17314 17313
2188959445 7817780363 0 17329 21145
2188959445 7817780364 0 17329 21146
2199915482 298251119 0 17347 8525
2200063464 259247851 0 17382 7232
2200064360 5203872270 0 17385 20001
2200064360 264042570 0 17385 7439
2200064686 2200064606 0 17391 17389
2200064686 2200064620 0 17391 17390
2276036410 2276036441 0 17464 17466
2276036410 205497478 0 17464 3643
2278810447 2278810453 0 17517 17518
2278810471 2278810484 0 17519 17520
2278810484 2278810471 0 17520 17519
2282401648 295703042 0 17529 8401
2282401648 2282401649 0 17529 17530
2282401654 2273015342 0 17533 17460
2282401654 2282401652 0 17533 17531
2282401659 2282401661 0 17536 17537
2282401661 282842788 0 17537 7961
2284819847 2284819834 0 17554 17553
2288583089 1414495873 0 17567 14537
2295298133 1665717055 0 17585 15443
2303848345 673770423 0 17619 12452
2335130142 244602646 0 17711 5905
2356947041 1218232644 0 17778 13923
2356947041 251850465 0 17778 6690
2357213486 586891767 0 17789 11910
2357300096 268401579 0 17790 7665
2361426854 2171719637 0 17796 17280
2361426861 2171719637 0 17797 17280
2384568131 3390471710 0 17840 18945
2389846037 267147810 0 17851 7485
2389846037 267210180 0 17851 7509
2392833505 709083324 0 17859 12696
2403668753 2403668761 0 17905 17906
2403668761 2403668762 0 17906 17907
2443190689 39861002 0 17954 689
2458195471 6621399825 0 17980 20707
2468291307 316807063 0 18000 9443
2472804046 282709334 0 18016 7948
2474624876 287242098 0 18020 8069
2477870674 298869163 0 18021 8580
2478005435 2478005432 0 18023 18022
2478969593 11370010427 0 18032 22073
2481965890 251672386 0 18034 6572
2483337134 206163299 0 18042 3827
2483337134 2483337142 0 18042 18043
2483337377 206158775 0 18046 3791
2484630420 1317075010 0 18050 14086
2491664499 2696719360 0 18083 18402
2514382978 881993635 0 18109 13184
2518804296 2518804300 0 18129 18130
2518804300 2518804296 0 18130 18129
2536611904 3539283920 0 18147 19097
2559546472 312976006 0 18187 9210
2560494549 243455215 0 18191 5573
2560494549 253143117 0 18191 6727
2576959242 208839948 0 18218 4317
2581274362 141446378 0 18226 1920
2603049099 206269589 0 18263 3901
2627128644 2165196010 0 18305 17241
2633470466 296936335 0 18314 8441
2647746708 1089241551 0 18335 13773
2649564146 192492032 0 18341 2851
2663544553 246187255 0 18360 6058
2696719360 4317600946 0 18402 19628
2696719360 178704258 0 18402 2637
2696719360 2491664499 0 18402 18083
2721544822 1370447479 0 18416 14415
2730989741 1044936346 0 18422 13701
2804975586 2491664490 0 18486 18079
2805498680 296628152 0 18489 8420
2834626615 248769203 0 18515 6266
2849874045 767062556 0 18537 12803
2859787923 199190811 0 18550 3332
2879499378 218202877 0 18579 4595
2888195837 251670924 0 18588 6559
2927559688 1370447549 0 18625 14417
2941807601 974137022 0 18636 13489
2941807601 2941806994 0 18636 18635
3047086288 301841810 0 18671 8631
3060141924 4192272360 0 18688 19539
3060141924 4192272358 0 18688 19538
3124734052 2217372378 0 18711 17411
3126181090 1665717060 0 18715 15444
3126257798 409776494 0 18719 10483
3183558770 158700138 0 18756 2275
3183558770 105349597 0 18756 1118
3185281166 1506234467 0 18761 14874
3191577802 247852248 0 18789 6222
3200702992 446944848 0 18796 10907
3212283409 597665994 0 18801 11968
3212283409 132763840 0 18801 1584
3228938763 801179467 0 18809 12926
3390471710 2384568131 0 18945 17840
3424970723 3424970714 0 18958 18957
3424970723 3424970724 0 18958 18959
3424970729 448012817 0 18962 10948
3424970729 3424970735 0 18962 18963
3425070419 178707743 0 18968 2640
3425070419 2362037075 0 18968 17803
3428139560 255424971 0 18973 6893
3450900811 3450900804 0 18994 18993
3452612301 600289725 0 18997 12005
3452612301 2284819847 0 18997 17554
3482617217 1609026401 0 19013 15263
3507322937 1425506351 0 19043 14580
3523426412 1845970501 0 19073 16599
3539283920 2536611904 0 19097 18147
3571864464 1492339896 0 19117 14773
3622343435 139187003 0 19143 1749
3645921532 2175148183 0 19151 17302
3663154235 314077035 0 19162 9280
3667429555 10703087854 0 19169 21842
3667429555 251803324 0 19169 6675
3671259413 141588923 0 19180 1926
3671259413 25078033 0 19180 115
3685653379 3685653376 0 19217 19215
3685653379 3685653378 0 19217 19216
3723290712 3723290713 0 19233 19234
3723290713 3723290712 0 19234 19233
3770654020 1891430479 0 19307 16878
3790547416 992150664 0 19327 13528
3790547468 5420520187 0 19330 20164
3810924299 100301938 0 19359 1092
3813597177 418148619 0 19361 10598
3815727012 27472835 0 19363 138
3858462774 2364062905 0 19376 17809
3936245943 2248644459 0 19410 17446
3955940287 499181273 0 19419 11504
3964899155 1731885101 0 19428 15681
3964899155 3964899153 0 19428 19427
4065498050 4826726296 0 19465 19845
4095923032 4095923031 0 19497 19496
4095923038 289715576 0 19498 8127
4095923038 4095923032 0 19498 19497
4192272358 3060141924 0 19538 18688
4192272361 1919347331 0 19540 16945
4284129229 4284129238 0 19591 19592
4284129238 4284129229 0 19592 19591
4317600946 2696719360 0 19628 18402
4329689307 28869459 0 19652 192
4329689307 4329689309 0 19652 19653
4415006635 30624823 0 19710 267
4474760435 30732894 0 19748 333
4707207509 4707207513 0 19811 19812
4707207513 35784396 0 19812 521
4826726296 8419521881 0 19845 21300
4832146673 200785029 0 19851 3370
4832146682 4832146684 0 19856 19858
4832146684 4832146682 0 19858 19856
