# old_node_id  xy_node_id  cell_id  hop_distance
1696974110 15597 32 1
163929105 2314 32 1
417455192 10593 33 1
2278118400 17474 33 1
96489514 1006 34 1
213928762 4456 34 1
504699208 11576 34 1
206336563 4000 35 1
153576255 2178 35 1
153593293 2180 35 1
157410297 2245 35 1
36475482 580 36 1
36472566 562 36 1
141942271 1999 37 1
141942859 2013 37 1
141941894 1995 37 1
244410789 5814 37 1
141942361 2003 37 1
1836073207 16410 38 1
251137258 6424 38 1
416079018 10561 39 1
416079024 10563 39 1
308256955 9033 40 1
9883134869 21632 40 1
36427532 539 40 1
202949587 3450 41 1
202949534 3449 41 1
1679059890 15491 42 1
246116142 5984 42 1
1679059661 15490 42 1
3800385394 19344 42 1
173782479 2466 43 1
257887921 7033 43 1
1370183136 14395 44 1
5649473197 20226 44 1
5843322160 20336 44 1
241862329 5177 45 1
3667429846 19174 45 1
250826795 6384 45 1
2217372378 17411 46 1
206096985 3751 46 1
6900388606 20845 46 1
208479252 4232 47 1
208337847 4215 47 1
208478730 4231 47 1
208344738 4226 47 1
205497471 3642 48 1
2600731306 18254 48 1
139120651 1680 49 1
139206969 1774 49 1
11364033868 22034 50 1
60580503 880 51 1
992463315 13529 51 1
207559403 4183 51 1
10292267809 21779 52 1
10292208156 21778 52 1
7600255886 21029 52 1
258972017 7184 52 1
10292208153 21777 52 1
246140101 6006 53 1
246139769 6004 53 1
206387971 4036 54 1
206387894 4035 54 1
565442998 11732 55 1
572015452 11840 55 1
565442973 11731 55 1
301841681 8630 56 1
662885638 12357 56 1
270160586 7736 57 1
270160581 7735 57 1
145901750 2048 57 1
243349935 5572 58 1
139463962 1878 58 1
2385722277 17842 58 1
243793625 5647 59 1
659368182 12317 59 1
595131585 11959 59 1
206161066 3812 60 1
208530129 4264 60 1
5291742745 20035 61 1
268399377 7584 61 1
114287603 1289 61 1
449221547 11000 62 1
448642594 10980 62 1
3673743985 19184 62 1
1584790098 15129 62 1
6736381807 20749 63 1
6736381795 20748 63 1
339007173 9752 64 1
197862023 3132 64 1
